SITEID,Species,Number Captured,Minimum (mm),Maximum (mm),Project Name,Day,Month,Year,Waterbody Name,WaterbodyType,Start Latitude,Start Longitude,Air Temperature (C),Water Temperature (C),Turbidity (ntu)
6150,Perca flavescens,4,60,110,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Micropterus salmoides,2,34,35,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Ambloplites rupestris,2,60,72,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Lepomis gibbosus,5,30,110,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Fundulus diaphanus,1,37,37,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Lepomis macrochirus,4,22,119,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Notemigonus crysoleucas,5,29,35,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Neogobius melanostomus,1,76,76,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Perca flavescens,1,110,110,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Micropterus salmoides,2,35,42,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Lepomis gibbosus,2,18,24,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Lepomis macrochirus,2,21,24,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Lepomis gibbosus,2,18,58,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Fundulus diaphanus,1,34,34,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Micropterus salmoides,1,36,36,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Lepomis macrochirus,2,71,90,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Micropterus salmoides,1,35,35,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6150,Lepomis macrochirus,4,20,23,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Wood Creek,Stream,45.19106,-74.36254,24,21.35,1.51
6151,Notropis hudsonius,1,30,30,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Lepomis gibbosus,1,21,21,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Micropterus salmoides,5,22,30,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Perca flavescens,9,45,120,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Fundulus diaphanus,1,30,30,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Ameiurus nebulosus,1,107,107,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Neogobius melanostomus,1,83,83,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Lepomis macrochirus,1,23,23,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Notropis hudsonius,1,32,32,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Lepomis macrochirus,1,20,20,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Perca flavescens,3,50,193,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Ameiurus nebulosus,1,52,52,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Neogobius melanostomus,1,80,80,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Carassius auratus,1,25,25,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Notemigonus crysoleucas,1,30,35,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Lepomis gibbosus,1,27,27,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Lepomis gibbosus,2,18,20,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Perca flavescens,2,52,55,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Neogobius melanostomus,1,26,26,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Lepomis macrochirus,3,15,20,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Ameiurus nebulosus,2,46,51,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Lepomis macrochirus,1,20,20,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Neogobius melanostomus,1,41,41,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Perca flavescens,1,60,60,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Ameiurus nebulosus,3,46,96,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6151,Perca flavescens,1,57,57,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18792,-74.37437,26.2,21.14,2.76
6152,Labidesthes sicculus,250,32,54,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Micropterus salmoides,8,30,76,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Lepomis gibbosus,2,22,80,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Perca flavescens,2,47,48,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Labidesthes sicculus,250,28,52,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Micropterus salmoides,1,27,27,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Lepomis gibbosus,4,18,106,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Neogobius melanostomus,1,72,72,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Ambloplites rupestris,2,25,32,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Ameiurus nebulosus,1,50,50,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Carassius auratus,1,32,32,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Lepomis macrochirus,4,18,25,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Labidesthes sicculus,197,37,47,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Micropterus salmoides,3,39,44,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Lepomis macrochirus,3,16,22,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Neogobius melanostomus,2,33,34,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Ambloplites rupestris,1,27,27,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Micropterus salmoides,1,33,33,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Lepomis macrochirus,4,18,20,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Labidesthes sicculus,10,43,47,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Micropterus salmoides,2,35,39,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Lepomis macrochirus,2,15,18,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Labidesthes sicculus,9,30,46,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Notemigonus crysoleucas,1,25,25,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6152,Neogobius melanostomus,1,24,24,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Gunn Creek,Stream,45.18515,-74.37362,26.8,23.9,1.83
6153,Notropis anogenus,2,45,46,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.51465,-82.33497,26.9,21.39,12.58
6153,Lepomis macrochirus,3,87,181,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.51465,-82.33497,26.9,21.39,12.58
6153,Ambloplites rupestris,2,20,20,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.51465,-82.33497,26.9,21.39,12.58
6153,Pimephales notatus,1,26,26,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.51465,-82.33497,26.9,21.39,12.58
6153,No fish captured,0,,,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.51465,-82.33497,26.9,21.39,12.58
6153,No fish captured,0,,,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.51465,-82.33497,26.9,21.39,12.58
6154,Labidesthes sicculus,1,71,71,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6154,Perca flavescens,1,196,196,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6154,Pomoxis annularis,1,143,143,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6154,Lepomis macrochirus,2,139,165,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6154,Micropterus salmoides,1,20,20,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6154,Notropis anogenus,2,46,49,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6154,Lepomis macrochirus,9,64,171,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6154,Micropterus salmoides,1,25,25,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6154,Notropis heterodon,1,51,51,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6154,Notemigonus crysoleucas,1,91,91,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6154,Pimephales notatus,2,25,28,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6154,Ambloplites rupestris,1,21,21,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6154,Notropis hudsonius,1,30,30,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Little Bear Creek,Stream,42.50986,-82.35154,27.8,21.92,12.66
6156,Neogobius melanostomus,6,22,79,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.19218,-74.38757,28.1,22.51,6.38
6156,Ambloplites rupestris,2,23,23,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.19218,-74.38757,28.1,22.51,6.38
6156,Perca flavescens,1,152,152,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.19218,-74.38757,28.1,22.51,6.38
6156,Etheostoma olmstedi,1,68,68,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.19218,-74.38757,28.1,22.51,6.38
6156,Micropterus salmoides,1,55,55,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.19218,-74.38757,28.1,22.51,6.38
6156,Neogobius melanostomus,1,57,57,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.19218,-74.38757,28.1,22.51,6.38
6156,Neogobius melanostomus,1,61,61,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.19218,-74.38757,28.1,22.51,6.38
6156,Neogobius melanostomus,1,84,84,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.19218,-74.38757,28.1,22.51,6.38
6156,Neogobius melanostomus,1,29,29,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.19218,-74.38757,28.1,22.51,6.38
6156,Pimephales notatus,1,21,21,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.19218,-74.38757,28.1,22.51,6.38
6157,Notropis buchanani,3,44,46,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61143,-82.33737,20.5,20.04,469.24
6157,Dorosoma cepedianum,1,62,62,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61143,-82.33737,20.5,20.04,469.24
6157,Ictalurus punctatus,1,28,28,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61143,-82.33737,20.5,20.04,469.24
6157,Neogobius melanostomus,1,26,26,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61143,-82.33737,20.5,20.04,469.24
6157,Notropis buchanani,4,39,41,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61143,-82.33737,20.5,20.04,469.24
6157,Etheostoma nigrum,1,32,32,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61143,-82.33737,20.5,20.04,469.24
6157,Notropis buchanani,4,38,47,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61143,-82.33737,20.5,20.04,469.24
6157,Etheostoma nigrum,1,19,19,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61143,-82.33737,20.5,20.04,469.24
6157,Lepomis macrochirus,1,153,153,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61143,-82.33737,20.5,20.04,469.24
6158,Esox lucius,1,134,134,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Fundulus diaphanus,1,30,30,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Micropterus salmoides,14,35,48,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Perca flavescens,1,112,112,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Micropterus salmoides,11,37,45,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Lepomis sp,4,20,26,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Notemigonus crysoleucas,1,30,30,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Micropterus salmoides,2,38,61,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Lepomis sp,1,18,18,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Notemigonus crysoleucas,1,30,30,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Micropterus salmoides,1,41,43,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Neogobius melanostomus,2,71,80,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Lepomis sp,3,22,26,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,Notemigonus crysoleucas,1,31,31,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6158,No fish captured,,,,2013 Bridle Shiner Critical Habitat Survey,31,7,2013,Sutherland Creek,Stream,45.18271,-74.37927,29.2,23.5,3.95
6159,Ameiurus natalis,1,26,26,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Noturus gyrinus,4,12,64,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Lepomis sp,3,14,19,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Pomoxis nigromaculatus,1,23,23,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Notropis buchanani,16,13,43,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Etheostoma nigrum,5,33,37,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Pomoxis annularis,1,150,150,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Notropis buchanani,1,49,49,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Etheostoma nigrum,6,32,34,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Lepomis sp,1,19,19,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Notropis buchanani,7,17,41,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Noturus gyrinus,2,18,59,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Etheostoma nigrum,1,31,31,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Ameiurus natalis,1,22,22,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6159,Notemigonus crysoleucas,1,25,25,2013 Pugnose Minnow Lake St Clair Drains,11,7,2013,Otter Creek,Stream,42.61103,-82.34197,26.6,19.95,454.5
6160,Micropterus salmoides,2,47,56,2013 Bridle Shiner Critical Habitat Survey,1,8,2013,Fraser Creek,Stream,45.09405,-74.52013,24.5,20.63,3.11
6160,Micropterus salmoides,1,57,57,2013 Bridle Shiner Critical Habitat Survey,1,8,2013,Fraser Creek,Stream,45.09405,-74.52013,24.5,20.63,3.11
6160,No fish captured,,,,2013 Bridle Shiner Critical Habitat Survey,1,8,2013,Fraser Creek,Stream,45.09405,-74.52013,24.5,20.63,3.11
6160,Micropterus salmoides,1,65,65,2013 Bridle Shiner Critical Habitat Survey,1,8,2013,Fraser Creek,Stream,45.09405,-74.52013,24.5,20.63,3.11
6160,No fish captured,,,,2013 Bridle Shiner Critical Habitat Survey,1,8,2013,Fraser Creek,Stream,45.09405,-74.52013,24.5,20.63,3.11
6161,Notemigonus crysoleucas,88,37,57,2013 Pugnose Minnow Lake St Clair Drains,7,8,2013,Big Creek,Stream,42.46215,-82.2575,22.2,18.97,3.81
6161,Neogobius melanostomus,112,25,108,2013 Pugnose Minnow Lake St Clair Drains,7,8,2013,Big Creek,Stream,42.46215,-82.2575,22.2,18.97,3.81
6161,Noturus gyrinus,20,23,36,2013 Pugnose Minnow Lake St Clair Drains,7,8,2013,Big Creek,Stream,42.46215,-82.2575,22.2,18.97,3.81
6161,Notropis hudsonius,1,50,50,2013 Pugnose Minnow Lake St Clair Drains,7,8,2013,Big Creek,Stream,42.46215,-82.2575,22.2,18.97,3.81
6161,Pimephales notatus,1,30,30,2013 Pugnose Minnow Lake St Clair Drains,7,8,2013,Big Creek,Stream,42.46215,-82.2575,22.2,18.97,3.81
6161,Ambloplites rupestris,9,32,38,2013 Pugnose Minnow Lake St Clair Drains,7,8,2013,Big Creek,Stream,42.46215,-82.2575,22.2,18.97,3.81
6161,Micropterus salmoides,2,44,45,2013 Pugnose Minnow Lake St Clair Drains,7,8,2013,Big Creek,Stream,42.46215,-82.2575,22.2,18.97,3.81
6161,Neogobius melanostomus,38,22,109,2013 Pugnose Minnow Lake St Clair Drains,7,8,2013,Big Creek,Stream,42.46215,-82.2575,22.2,18.97,3.81
6161,Noturus gyrinus,2,34,35,2013 Pugnose Minnow Lake St Clair Drains,7,8,2013,Big Creek,Stream,42.46215,-82.2575,22.2,18.97,3.81
6161,Ambloplites rupestris,1,142,142,2013 Pugnose Minnow Lake St Clair Drains,7,8,2013,Big Creek,Stream,42.46215,-82.2575,22.2,18.97,3.81
6161,Umbra limi,1,87,87,2013 Pugnose Minnow Lake St Clair Drains,7,8,2013,Big Creek,Stream,42.46215,-82.2575,22.2,18.97,3.81
6161,Perca flavescens,1,155,155,2013 Pugnose Minnow Lake St Clair Drains,7,8,2013,Big Creek,Stream,42.46215,-82.2575,22.2,18.97,3.81
